customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03244,Female,0,Yes,No,48,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,25.0,1195.92,Yes
CUST-03245,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,61.35,65.37,Yes
CUST-03246,Female,0,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.23,5302.46,No
CUST-03247,Female,0,No,Yes,5,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,30.45,144.38,Yes
CUST-03248,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.64,1073.87,Yes
CUST-03249,Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,25.5,1789.53,No
CUST-03250,Male,0,No,No,64,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,35.06,2247.96,No
CUST-03251,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.99,112.3,No
CUST-03252,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,82.56,3801.01,No
CUST-03253,Male,0,Yes,No,56,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),50.69,2840.9,No
CUST-03254,Male,0,Yes,No,17,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,25.4,430.57,No
CUST-03255,Female,0,No,No,68,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.22,5992.67,No
CUST-03256,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,101.09,1107.47,Yes
CUST-03257,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.43,879.12,No
CUST-03258,Female,0,No,Yes,4,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,55.54,222.63,Yes
CUST-03259,Male,0,No,No,37,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),46.74,1725.55,Yes
CUST-03260,Male,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),84.35,2780.54,Yes
CUST-03261,Female,0,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),46.33,787.39,Yes
CUST-03262,Female,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,52.23,1668.11,Yes
CUST-03263,Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,34.86,2401.62,No
CUST-03264,Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.33,563.66,Yes
CUST-03265,Female,0,No,Yes,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.08,1560.71,Yes
CUST-03266,Female,1,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.04,3829.6,No
CUST-03267,Female,1,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.63,82.39,No
CUST-03268,Male,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.85,1118.67,No
CUST-03269,Female,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,71.95,3163.92,No
CUST-03270,Female,0,No,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.85,1873.87,No
CUST-03271,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),58.15,178.82,No
CUST-03272,Male,0,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),54.36,2999.06,No
CUST-03273,Female,0,Yes,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.33,1669.4,No
CUST-03274,Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,102.11,5719.02,No
CUST-03275,Female,0,Yes,No,48,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,29.14,1403.79,No
CUST-03276,Female,1,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.07,932.55,No
CUST-03277,Male,0,No,Yes,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,61.83,2292.83,No
CUST-03278,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.1,206.89,No
CUST-03279,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.37,1141.08,No
CUST-03280,Female,0,Yes,Yes,53,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,32.61,1728.29,No
CUST-03281,Female,0,No,No,21,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,51.51,1082.35,No
CUST-03282,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),54.15,269.3,No
CUST-03283,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),99.87,3096.83,Yes
CUST-03284,Female,0,Yes,Yes,40,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,54.87,2179.83,Yes
CUST-03285,Male,0,No,Yes,65,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,50.08,3250.33,No
CUST-03286,Female,1,No,Yes,41,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),61.09,2508.37,No
CUST-03287,Female,0,No,Yes,54,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,57.33,3105.97,Yes
CUST-03288,Female,0,Yes,No,44,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,56.83,2501.72,No
CUST-03289,Female,0,Yes,Yes,19,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),38.65,732.43,No
CUST-03290,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,81.46,157.1,No
CUST-03291,Male,0,Yes,No,6,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,39.04,230.44,No
CUST-03292,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,63.86,319.06,Yes
CUST-03293,Male,0,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.77,1276.68,No
CUST-03294,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,102.13,507.01,Yes
CUST-03295,Female,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),54.47,2015.27,No
CUST-03296,Female,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.48,1299.79,No
CUST-03297,Female,1,No,Yes,70,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,65.45,4586.34,No
CUST-03298,Female,0,No,No,68,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.22,6408.02,Yes
CUST-03299,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),109.68,984.95,Yes
CUST-03300,Male,0,Yes,No,64,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),94.81,6060.62,No
CUST-03301,Female,1,Yes,No,45,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,54.07,2431.63,No
CUST-03302,Female,0,No,No,13,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,36.66,480.72,No
CUST-03303,Male,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),82.99,84.04,No
CUST-03304,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,101.29,2838.56,No
CUST-03305,Female,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),72.44,4495.33,Yes
CUST-03306,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.1,4297.07,No
CUST-03307,Female,0,No,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),46.39,3296.66,No
CUST-03308,Male,1,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.44,1429.87,No
CUST-03309,Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.0,977.23,No
CUST-03310,Female,1,No,No,5,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,50.88,257.27,Yes
CUST-03311,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.91,251.52,No
CUST-03312,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.09,645.38,No
CUST-03313,Male,1,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.5,1214.74,No
CUST-03314,Male,0,Yes,Yes,55,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.75,3731.92,No
CUST-03315,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.09,2778.96,Yes
CUST-03316,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.8,182.82,No
CUST-03317,Female,0,Yes,Yes,41,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,61.43,2511.52,No
CUST-03318,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.64,875.56,No
CUST-03319,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,38.66,46.37,No
CUST-03320,Female,0,No,No,56,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,51.86,2895.83,No
CUST-03321,Female,0,No,No,54,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,27.69,1493.83,No
CUST-03322,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,58.44,295.89,Yes
CUST-03323,Male,0,Yes,No,26,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.44,1153.5,Yes
CUST-03324,Female,0,Yes,No,9,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,56.23,504.89,No
CUST-03325,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,65.13,1440.15,No
CUST-03326,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,97.09,6896.59,No
CUST-03327,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.42,1330.43,No
CUST-03328,Male,0,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,29.66,290.44,Yes
CUST-03329,Female,1,No,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,55.5,2993.79,No
CUST-03330,Female,0,No,Yes,18,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.66,1236.61,Yes
CUST-03331,Male,0,No,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),87.05,3394.84,No
CUST-03332,Female,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,540.61,No
CUST-03333,Female,0,Yes,No,63,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,45.12,2849.79,No
CUST-03334,Female,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),108.76,4132.92,No
CUST-03335,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.43,155.13,Yes
CUST-03336,Male,0,Yes,No,6,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),60.56,347.36,No
CUST-03337,Female,1,Yes,No,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),109.69,2520.32,No
CUST-03338,Female,0,No,No,19,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.5,1038.37,Yes
CUST-03339,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,29.1,84.26,Yes
CUST-03340,Male,0,No,No,20,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),28.47,564.63,No
CUST-03341,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),70.69,293.58,Yes
CUST-03342,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,106.16,534.37,No
CUST-03343,Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.83,518.7,No
CUST-03344,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.1,1110.64,No
CUST-03345,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,80.85,4121.29,No
CUST-03346,Female,0,No,Yes,4,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,36.57,139.46,No
CUST-03347,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.32,944.79,No
CUST-03348,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.15,1434.32,No
CUST-03349,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.96,981.97,No
CUST-03350,Male,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.88,60.29,No
CUST-03351,Female,0,No,No,6,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,73.84,442.93,Yes
CUST-03352,Female,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.97,1483.74,No
CUST-03353,Male,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,91.31,5568.92,No
CUST-03354,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.29,2613.91,Yes
CUST-03355,Male,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.82,4553.45,Yes
CUST-03356,Male,0,Yes,No,61,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,105.33,6423.88,No
CUST-03357,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.79,62.5,No
CUST-03358,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.54,152.33,No
CUST-03359,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.41,102.42,No
CUST-03360,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.09,160.19,No
CUST-03361,Female,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),70.97,2905.45,No
CUST-03362,Female,0,No,Yes,9,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),37.1,338.32,No
CUST-03363,Female,1,No,Yes,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.35,100.31,Yes
CUST-03364,Female,0,Yes,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.43,1388.99,No
CUST-03365,Female,1,No,Yes,39,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),43.69,1707.63,No
CUST-03366,Female,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,53.33,3620.96,Yes
CUST-03367,Male,1,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,79.25,5458.8,No
CUST-03368,Female,0,Yes,No,4,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),31.95,131.84,Yes
CUST-03369,Male,0,No,Yes,1,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),106.17,108.54,No
CUST-03370,Male,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.92,319.17,Yes
CUST-03371,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),68.68,4670.65,No
CUST-03372,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,86.78,91.28,Yes
CUST-03373,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,51.3,2202.32,Yes
CUST-03374,Male,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.96,1412.76,No
CUST-03375,Female,0,No,No,29,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.5,2018.98,No
CUST-03376,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.01,101.98,No
CUST-03377,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,71.15,777.78,No
CUST-03378,Female,0,No,Yes,21,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),76.31,1597.68,Yes
CUST-03379,Female,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,99.22,995.12,Yes
CUST-03380,Female,0,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.61,182.66,No
CUST-03381,Male,1,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,67.71,3585.58,No
CUST-03382,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),92.18,5899.61,Yes
CUST-03383,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,67.13,743.33,No
CUST-03384,Male,0,Yes,No,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,27.86,226.99,Yes
CUST-03385,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,38.88,155.92,No
CUST-03386,Female,0,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,41.19,250.68,No
CUST-03387,Male,0,No,No,62,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,47.67,2963.84,No
CUST-03388,Male,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.94,4055.95,No
CUST-03389,Male,1,Yes,No,35,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.12,1711.91,Yes
CUST-03390,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.12,18.26,No
CUST-03391,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.9,243.34,Yes
CUST-03392,Male,1,No,No,44,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.0,2337.68,No
CUST-03393,Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),81.21,4382.96,No
CUST-03394,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.18,1657.0,No
CUST-03395,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),106.05,2861.81,No
CUST-03396,Male,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.56,3799.95,No
CUST-03397,Female,0,Yes,No,28,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),71.96,2008.73,No
CUST-03398,Male,0,No,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,95.05,2371.76,Yes
CUST-03399,Female,0,No,No,48,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.17,3608.93,Yes
CUST-03400,Female,1,No,Yes,39,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.84,4088.69,No
CUST-03401,Female,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),91.28,4652.82,Yes
CUST-03402,Female,1,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.26,116.41,No
CUST-03403,Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,67.05,741.57,Yes
CUST-03404,Female,0,No,Yes,10,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.51,625.74,No
CUST-03405,Male,0,No,No,58,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,63.31,3671.24,No
CUST-03406,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,67.05,4232.63,No
CUST-03407,Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,60.74,303.99,No
CUST-03408,Female,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.92,1094.02,No
CUST-03409,Female,1,No,No,26,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,42.92,1123.29,No
CUST-03410,Male,0,No,No,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),40.76,2156.97,No
CUST-03411,Female,0,No,No,47,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),101.23,4757.17,Yes
CUST-03412,Male,0,Yes,No,25,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.33,1081.25,Yes
CUST-03413,Female,0,No,No,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.54,3355.28,No
CUST-03414,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),60.77,3278.44,No
CUST-03415,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,105.53,312.09,Yes
CUST-03416,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,105.06,3684.32,Yes
CUST-03417,Female,0,Yes,No,66,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,53.55,3532.26,No
CUST-03418,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),28.84,28.84,Yes
CUST-03419,Female,0,No,Yes,65,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),64.72,4211.72,No
CUST-03420,Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.74,1469.76,Yes
